"venue_id","director_id","name","game_type","tournament_format","tournament_date","start_time","entry_fee","added_money","game_spot","race","table_size","equipment","number_of_tables","max_fargo","required_fargo_games","reports_to_fargo","open_tournament","calcutta","phone_number","description","timezone","side_pots","chip_ranges","thumbnail","is_recurring"
"126","47","Saturday Showdown Tournament Series","8 Ball","double_elimination","2026-03-21","13:00","10",,"","","7ft","Diamond","12",,,"false","true","false","","$10 entry. Double elimination. Winner's side 8-Ball, loser's side 10-Ball. International rules. Match clock and shot clock. Handicap races based on Fargo rating, APA skill level, or director's judgment. Bonus six-ball shoot-out (fastest time wins). Buy raffle tickets for match advantages. 12 ? 7ft Blue Label Pro-Cut Diamond tables. Register 12PM, play starts 1PM. Every Saturday. Sign up via Ultimate Pool, CashApp, Venmo, or Facebook. Located at 1015 Bell Rd, Nashville TN 37013.","America/Chicago","","","","true"
"218","47","Saturday Tiered Entry 8-Ball","8 Ball","2026-03-21","18:00","20",,,"","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"135","47","Scotch Doubles 8-Ball Tournament","8 Ball Scotch Doubles","double_elimination","2026-04-11","12:00","100","200","","6/5","7ft","Diamond","8",,,"false","true","false","6309154368","Tiered entry by APA handicap: 14+ = $400, 14 = $230, 13 = $195, 12 = $160, 11 = $125, 10 & under = $100 (listed here as minimum). Entry includes $25 green/admin fee. Tiered side pot also available (pays 4 spots with 28+ entries): 14+ = $200, 14 = $110, 13 = $90, 12 = $70, 11 = $50, 10 & under = $30. $200 added with full field. 32 team cap. Double elimination. Race to 6 A-side, 5 B-side. Finals race to 7. Alternate break. Rack your own. BCA rules. Jump cues allowed. No 8 on the break. 8 ? 7ft Diamond bar tables. If not APA active, TD assigns handicap based on known ability; no known ability shoots as a 7. Doors open 11AM, start 12PM. TD: Roy Radzus Jr 630-915-4368. Located at 1130 S Main St, Algonquin IL 60102.","America/Chicago","","","","false"
"253","47","Scotch Doubles Event","8 Ball Scotch Doubles","double_elimination","2026-03-21","15:00","60",,"4","7ft","","",,,"1000","false","false","false","","$60 entry per team. 1000 combined Fargo cap. 8-Ball front / 9-Ball back. Race to 4. 75 Fargo spot = 2 game handicap. BCA rules. No snaps. Wild 9. Avg pot $1,200. Top lady paid. Free practice. Pre-register via Digital Pool link. Every Saturday. Organized by Runout Nation. Located at 9239 Park Meadows Dr, Lone Tree CO 80124.","America/Denver","","","","true"
"136","47","Scotch Doubles Tournament","8 Ball Scotch Doubles","double_elimination","2026-03-28","13:00","60",,"","","7ft","",,,,"false","false","false","8476507853","$60 per team. 8-Ball winners / 9-Ball losers. Max handicap 12. Races by APA handicap: 12-11 = race to 5, 10-9 = race to 4, 8 & under = race to 3. Race could change if time doesn't permit. 32 teams max. Current APA 8-Ball handicap required. If no APA handicap contact Brian K. Top 4 payout with full field: 1st $850, 2nd $500, 3rd $360, 4th $210. Doors open 12PM, sign ups 12:30PM, start 1PM sharp. RSVP via Facebook or text Brian K 847-650-7853. Located at 1201 E Church St, Sandwich IL 60548.","America/Chicago","","","","false"
"153","47","Singles Challenge Tournament","9 Ball","2026-03-25","19:00","20",,,"5015479562","America/Chicago","","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"218","47","Split Bracket 8-Ball","8 Ball","2026-04-11","10:00","75",,,"5178170776","America/New_York","","FALSE","TRUE","7ft","FALSE","false","false","false","","","","","","","false"
"208","47","Split Bracket 9-Ball","9 Ball","2026-04-11","13:00","50",,,"2707572483","America/New_York","","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"218","47","Split Bracket 9-Ball Tournament","9 Ball","2026-04-11","10:30","75",,,"5178170776","America/New_York","","FALSE","TRUE","7ft","FALSE","false","false","false","","","","","","","false"
"106","47","Springtime II 8-Ball Doubles","8 Ball Scotch Doubles","2026-05-09","","100",,"1125","","America/New_York","","FALSE","TRUE","7ft","FALSE","false","false","false","","","","","","","false"
"106","47","Springtime II 8-Ball Doubles","8 Ball Scotch Doubles","2026-05-09","","100,"",1125,"",America/New_York""",,"FALSE","TRUE","7ft","FALSE","Joe Norton Tournaments presents; Fargo limit 1125 combined team;  entry all fees included; Calcutta 100% payout; BCA rules; Races 5/4; 200 robustness required; 20 point cushion if eligible; 600 North White Horse Pike Somerdale NJ 08083",,,,"false","false","false","","","","","","","false"
"135","47","Sunday 10-Ball Chip Tournament","10 Ball","double_elimination","2026-03-22","15:00","25",,"","","7ft","",,,,"false","true","false","","$25 entry includes $5 admin fee. Optional $10 side pot. Chip system based on Fargo or APA: <260 = 10, 261-323 = 9, 324-389 = 8, 390-449 = 7, 450-515 = 6, 516-580 = 5, 581-645 = 4, 646+ = 3. No win on the break. No 3 fouls. If no rating, chips determined based on how you play. Start time 3PM. Every Sunday. Hosted by Ron Finley. Located at 1130 S Main St, Algonquin IL.","America/Chicago","","","","true"
"245","47","Sunday 8-Ball/9-Ball Tournament","8 Ball","2026-03-22","19:30","20","100",,"","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"146","47","Sunday 9-Ball","9 Ball","2026-03-22","","10",,,"","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"135","47","Sunday 9-Ball Chip Tournament","9 Ball","double_elimination","2026-03-22","19:00","25",,"","","7ft","",,,,"false","true","false","","$25 entry includes $5 admin fee. Optional $10 side pot. Chip system based on Fargo or APA: <260 = 10, 261-323 = 9, 324-389 = 8, 390-449 = 7, 450-515 = 6, 516-580 = 5, 581-645 = 4, 646+ = 3. No win on the break. No 3 fouls. If no rating, chips determined based on how you play. Start time 7PM. Every Sunday. Hosted by Ron Finley. Located at 1130 S Main St, Algonquin IL.","America/Chicago","","","","true"
"170","47","Sunday Evening 9-Ball Open Tournament","9 Ball","double_elimination","2026-03-22","18:30","30",,"3/2","7ft","","",,,"FALSE","true","false","false","$30 entry, green fee included. W/3 L/2 double elimination. 1 game spot per 150 Fargo points. $20 side pot option. 10-ball break & run pot. Regular 9-ball rules. Signups 5:30PM, start 6:30PM. Located at 10572 FM 2932, Terrell TX 75160.","America/Chicago","","","","","false"
"121","47","Sunday Weekly 9-Ball","9 Ball","2026-03-22","13:30","20",,,"4076717797","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"133","47","Texas Express 9-Ball Showdown","9 Ball","double_elimination","2026-03-20","19:00","30","200","","4/3","7ft","Diamond","9",,,"false","true","false","2629033926","$30 entry includes $5 green fee. $100 added at 16 players, $200 added at 32. 42 player cap. Race to 4 winners, race to 3 losers. Double elimination. No handicap. Alternate break. Early 9 allowed. 9 in top 4 pockets on break is a win. 3 foul rule. Jump cues allowed. Illegal break results in loss of break. No Fargo? Goes in as 525 or known ability. Tables open 6PM for practice, starts 7PM. Every Friday. Text/call Josh Bourdo 262-903-3926. Located at 7305 McHenry St, Burlington WI 53105.","America/Chicago","","","","true"
"174","47","The Chip Tournament","9 Ball","2026-03-25","19:30","25",,,"","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"168","47","Thirsty Thursday 10-Ball","10 Ball","2026-03-26","20:00","25",,,"","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"229","47","Thursday 8-Ball Tournament","8 Ball","2026-03-26","19:00","10",,,"","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"195","47","Thursday 9-Ball Tournament","9 Ball","double_elimination","2026-03-19","19:30","21",,"3/2","9ft","","",,,"FALSE","true","false","false","$21 entry. House adds money (amount not specified). Race to 3 & 2. Ladies go to 2 on both sides. 9ft tables. Sign up 7:30PM. Every Thursday.","America/Chicago","","","","weekly","false"
"150","47","Thursday Night Tournament","9 Ball","double_elimination","2026-03-26","19:00","20",,"","","9ft","",,,,"false","true","false","7204567157","$20 entry includes $5 for blues. Sign up 6:30 PM. 9ft Diamond tables. BCA rules. Race to 3 on front, race to 2 on back. 24 players max.","America/Denver","","","","true"
"111","47","Tiltproof Amateur Billiards Tour Stop 4","9 Ball","double_elimination","2026-03-28","12:00","100","750","","9/7","7ft","",,"710",,"false","false","true","","$100 entry: $75 tournament + $15 admin + $10 green fee. $750 guaranteed added, $1,000+ added with full 64-player field. 710 Fargo cap. Player auction immediately following sign-ups. Race to 9/7. Alternate break. 3 foul rule in effect (must notify opponent they are on 2). Sign-ups close at noon on tournament day. 2-day event March 28-29. Located at Club Billiards, Wichita KS. Organized by Tiltproof Amateur Billiards Tour.","America/Chicago","","","","false"
"111","47","Tiltproof Stop #4 - 9 Ball","9 Ball","2026-03-28","","100","750","710","","America/Chicago","","FALSE","TRUE","7ft","FALSE","false","false","false","","","","","","","false"
"195","47","Tuesday 10-Ball Tournament","10 Ball","double_elimination","2026-03-24","19:30","21",,"","","7ft","Diamond",,,,"false","false","true","FALSE","","$21 entry. House adds money (amount not specified). Race to 3 & 2. 7ft Diamonds. Break n run pot. Sign up 7:30PM. Every Tuesday.","America/Chicago","","","false"
"164","47","Tuesday 9-Ball","9 Ball","2026-03-24","","13",,,"","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"242","47","Tuesday 9-Ball Tournament","9 Ball","2026-03-24","19:00","10",,,"","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"227","47","Wednesday 8-Ball Tournament","8 Ball","2026-03-25","19:00","10",,,"","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"158","47","Wednesday 8-Ball Tournament","8 Ball","double_elimination","2026-03-25","13:30","5",,"2/2","7ft","","",,,"FALSE","true","false","false","$5 entry. Double elimination. Race 2/2. Practice starts 12:30PM, tournament starts 1:30PM. Every Wednesday. Located at 14100 US 19N, Clearwater FL.","America/New_York","","","","weekly","false"
"157","47","Wednesday Night 8-Ball Tournament","8 Ball","double_elimination","2026-03-25","19:00","10",,"2/1","7ft","","",,,"FALSE","true","false","false","$10 entry. $.50 every game played side pot. Double elimination. Race to 2 winners, race to 1 losers. Lag or flip for break. Call pocket. Open after the break. Ball in hand. 8 on break is a win. Must hit object ball then a rail for legal hit. Sign up by 7PM, starts 7PM. Every Wednesday. Located at Ton's Place, North Little Rock AR.","America/Chicago","","","","weekly","false"
"258","47","Wednesday Night Handicapped 9-Ball Tournament","9 Ball","2026-03-25","19:00","20",,,"","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"236","47","Wednesday Weekly 8-Ball","8 Ball","2026-03-25","19:30","10",,,"7695725475","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"133","47","Weekly 8-Ball Tournament","8 Ball","double_elimination","2026-03-22","15:00","25","200","","","","Diamond",,,"FALSE","true","false","false","$25 entry. $100 added at 16 players, $200 added at 32 players. Fargo reported. BCA rules. Race to Fargo: 499 & under = race to 3, 500-599 = race to 4, 600+ = race to 5. Break order: flip first then alternate. 10-Ball break & run pot ($1 per entry). 42 spots available. 8 tables on live stream. Sign up by 2:45PM, start 3PM sharp. Text 262-903-3926 to reserve spot. Every Sunday. Located at 7305 McHenry St, Burlington WI 53105. Ph: 262-539-2015.","America/Chicago","","","","weekly","false"
"14","47","Weekly Friday 8-Ball Tournament","8 Ball","2026-03-20","18:00","15",,"550","5172820903","America/New_York","weekly","FALSE","FALSE","7ft","TRUE","false","false","false","","","","","","","false"
"108","47","Weekly Friday Night 9-Ball Tournament","9 Ball","double_elimination","2026-03-20","19:30","20",,"","","7ft","",,,,"false","true","false","","$20 entry. Optional $20 side pot. Handicap races: Standard/Open = race to 3, Advanced = race to 4, Master = race to 5. 9-Ball. Rack your own. Alternate break. 2-ball must go in the back. No 3 foul rule. Pushes and jump cues allowed. Illegal break = loss of break. 10 min to table or forfeit. Every Friday. Located at 2800 W Farmington Rd, West Peoria IL 61604.","America/Chicago","","","","true"
"133","47","Weekly Saturday 8-Ball Tournament","8 Ball","double_elimination","2026-03-21","19:00","25",,"","","7ft","",,,,"false","true","false","2629033926","$25 entry. Race to 3 both sides. 600+ Fargo = race to 4 both sides. Every Saturday. Message 262-903-3926 to sign up. Located at 7305 McHenry St, Burlington WI 53105.","America/Chicago","","","","true"
"235","47","Weekly Saturday Chip Tournament","9 Ball","2026-03-21","20:00","10",,,"3218309378","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"169","47","West Texas Shootout - 599 & Under","9 Ball","2026-04-04","12:00","500",,"599","","America/Chicago","","FALSE","TRUE","7ft","FALSE","false","false","false","","","","","","","false"
"232","47","Whitecue 650 & Under 8-Ball Tournament","8 Ball","double_elimination","2026-03-29","12:00","40",,"","","7ft","",,"650",,"false","false","true","3468749666","$40 entry includes green fees. Calcutta. 650 & Under Fargo cap. BCA rules. Handicap races: 400-500 = race to 3, 501-590 = race to 4, 591-650 = race to 5. 32 player cap ? register in advance before Saturday to start on time. Doors open 11:30AM, registration 12PM. TD: Pedro Oviol 346-874-9666. Zelle accepted. Located at 100 Cypresswood Dr Ste G, Spring TX 77388.","America/Chicago","","","","false"
"232","47","Whitecue Pool Tournament","8 Ball","2026-03-29","12:00","40",,"650","3468749666","America/Chicago","","FALSE","TRUE","7ft","FALSE","false","false","false","","","","","","","false"
"127","47","Whoosier Action Tournaments 8-Ball Split Bracket","8 Ball","2026-05-02","20:00","150","2000",,"","America/New_York","","FALSE","FALSE","7ft","TRUE","false","false","false","","","","","","","false"
"168","47","WTF Wednesdays - 600 & Under","8 Ball","2026-03-25","20:00","20",,"600","","America/Chicago","weekly","FALSE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
"168","47","WTF Wednesdays - Open One Pocket","One Pocket","2026-03-25","20:00","40",,,"","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","false","false","false","","","","","","","false"
,"47","Fargo Reported Tournament","9 Ball","double_elimination","2026-03-22","17:00","35",,"","","7ft","",,,,"true","true","false","","$35 entry, green fee included. $5 of entry goes to snap challenge pot (over $500) ? 4 random players selected each week with full field. Handicap race. Double elimination. Fargo reported. No Fargo no problem ? they will get it started for you. Sign in 4PM, starts 5PM. Walk-ins welcome. Contact: Johnny Nuggz, Jessica Soto, or Adrian Cantu to register. Organized by Stick Talk. Located at 13420 S Cicero Ave, Crestwood IL.","America/Chicago","","","","true"
,"47","","","double_elimination","2026-03-21","20:30","15",,"2/1","7ft","","","570",,"FALSE","true","false","false","$15 entry. 7 foot tables. 570 Fargo & Under. Race to 2/1. Break & run pot at 11:30. Sign up 8PM, start 8:30PM. Every Saturday. Located at 9112 Camp Bowie, Fort Worth TX 76116.","America/Chicago","","","","weekly","false"
,"47","Modified Masters 3 vs 3 Pool Tournament","8 Ball","double_elimination","2026-05-30","10:00","170",,"","","7ft","",,,,"false","false","true","6364649070","$150 entry + $12 green fee + $8 admin fee. Player auction at 10:30AM. 32 team max. Double elimination. Mixed format: winners side race to 9 (8 games 8-ball + 9 games 9-ball), losers side race to 7 (6 games 8-ball + 7 games 9-ball). Lag winner chooses break/order and format/matchups. 8-Ball rules: MO8 rules. 9-Ball rules: standard. Max handicap of 18, only 1 MO8 skill level 7 or 8 per roster. Coaching: one coach per rack per player. Sign up 10AM, player auction 10:30AM. Located at 7045 US-61, Barnhart MO 63012.","America/Chicago","","","","false"
,"47","Tuesday 8-Ball Tournament","8 Ball","double_elimination","2026-03-24","19:00","5",,"","","7ft","",,,,"false","true","false","","$5 entry, no green fee (pay as you go). Bar matches 100% up to $100. BCA rules, call pocket ball-in-hand. Sign up with Ryan Gill. Every Tuesday. Located at 17730 Ambaum Blvd S, Burien WA 98148.","America/Los_Angeles","","","","true"
,"47","1000 & Under Scotch Doubles Tournament","9 Ball Scotch Doubles","double_elimination","2026-04-04","11:00","70","250","","4/4","7ft","",,"1000","75","false","false","true","9205396750","$70 entry includes greens. $100 added at half field (16), $250 added with full field (32). Calcutta at 11AM. Race to 4/4. 1000 & under combined Fargo cap. Must have 75+ games in FargoRate system to participate. Fargo locked at signup ? if you exceed cap by 15+ points on day of tourney you cannot participate. Doors open 10AM. Saturday April 4th 2026. Text 920-539-6750 or Facebook message Charlie's page to sign up. FB comments not a guarantee of signup. Located at 1348 Wisconsin Ave, N Fond du Lac WI 54937.","America/Chicago","","","","false"
"156","47","Friday Night Handicapped Chip Tournament","","double_elimination","2026-03-20","19:00","30","150","","","","Diamond",,,"FALSE","false","false","false","$30 entry ($5 to break & run pot, $5 green fee, $20 to prize fund). $100 added at 20 players, $150 added at 32. Game type: lagger's choice between 9-Ball, 10-Ball, and Semi-Fast 8-Ball. 10-Ball break & run contest on 9ft Diamond table. New Aces & 8s contest. Chip system: H6 & below = 4 chips, H7 = 3 chips. Races: H4 & below = race to 2, H5 = race to 3, H6 = race to 4, H7 = race to 5. 2 side pot options: $10 and $20. Semi-Fast 8 rules: rack like diagram, alternating break, RYO, must hit head ball on break, must take what you make if only one category. Can't win or lose on break. After break, tap rules. No pros or known road players. Winner or split 2 weeks in a row = sit out one week. Every Friday 7PM. Located at Krome Billiards, North Little Rock AR.","America/Chicago","","","","weekly","false"
