"venue_id","director_id","name","game_type","tournament_format","tournament_date","start_time","entry_fee","added_money","game_spot","race","table_size","equipment","number_of_tables","max_fargo","required_fargo_games","reports_to_fargo","open_tournament","calcutta","phone_number","description","timezone","side_pots","chip_ranges","thumbnail","is_recurring"
"127","47","High Roller 600 & Under Fargo-Rated 8-Ball Tournament","8 Ball","double_elimination","2026-09-12","11:30","225","","","","7ft","","","600","","TRUE","FALSE","TRUE","","$225 entry includes all fees. Must pre-pay by Sept 4th ? Fargo locked in once paid. $50 minimum player auction (calcutta). 128 player cap. 600 & Under Fargo cap. BCA rules. Winner break. Rack your own. Race to 5, every 75 Fargo points higher must win an extra game up to 3 games max. Players meeting Friday Sept 11 at 8PM. Doors open Saturday 11AM, play starts 11:30AM. Located at John Wayne''s Pub and Eatery, Indianapolis IN. Organized by Hoosier Open 9-Ball Tour.","America/New_York","","","","false"
"266","47","High Rollers 10 Ball - 600 & Under","10 Ball","2026-03-29","15:00","200","","600","","America/Los_Angeles","","FALSE","FALSE","7ft","FALSE","600 & under; race to 7 & 5; limited to 16 players; pays top 4; GF included",,,,,,,,,"false"
"165","47","Humpday 10-Ball Tournament","10 Ball","2026-03-25","18:30","15","","","","America/Denver","weekly","TRUE","FALSE","7ft","FALSE","Double elimination; Break & Run Pot; doors open 5:00 PM",,,,,,,,,"false"
"125","47","KC Cue Master","9 Ball","2026-03-27","11:00","1000","","600","","America/Chicago","","FALSE","TRUE","7ft","FALSE",",000 entry; 3 side pots:  /  /  WTA; 10 Ball rules; Race 11/9; Double elimination; Winner break; Rack your own; 3 foul rule; 3-day event Mar 27-29 2026; Doors open 11AM; In-person player auction 1PM; 10 point Fargo cushion upon sign up; 600 & under; 600 NW Englewood Rd Kansas City MO 64118",,,,,,,,,"false"
"156","47","Krome 9 Ball Open","9 Ball","2026-03-21","13:00","25","500","","5017710968","America/Chicago","","TRUE","TRUE","7ft","FALSE"," added guaranteed; Tiered entry for established Krome Tournament players only: H5s & under= / H6s & under= / H7s= (green fee included); 9-ball double elimination; Race to 9 winners / 7 losers; No 3 foul; Alternating break; Rack your own; Call 9; 2 ball in back; 9 doesn't count on the break; Auction starts Saturday March 21 at 1PM; Doors open noon; 2657 Pike Ave North Little Rock AR 72114",,,,,,,,,"false"
"208","47","Ladies 9-Ball Tournament","9 Ball","2026-04-04","13:00","50","","","2706120728","America/Chicago","","FALSE","TRUE","7ft","FALSE","Ladies only tournament; Race to your rank;  entry; Player auction 1PM; Doors open 10AM; Contact Karissa Miller 270-612-0728; Sponsors: Queen of the Cue / Beauty and Brains / Pocket Princess; 108 Moore Street Central City KY 42330",,,,,,,,,"false"
"274","47","LSB Friday 9-Ball","9 Ball","2026-03-20","19:00","20","","","4087397665","America/Los_Angeles","","FALSE","FALSE","7ft","FALSE","32 player cut-off; top 4 pay-out; Break & Run pot ; free practice begins 6:00 PM",,,,,,,,,"false"
"120","47","Luck of the Roll - 9 Ball 600 & Under","9 Ball","2026-03-28","11:00","60","","600","7273379070","America/New_York","","FALSE","TRUE","7ft","FALSE","600 & under; 48 players; 7/5 race; top lady ; first 9 on snap ; doors 10AM; player auction 11AM;  prepaid/ day of; possible two day event",,,,,,,,,"false"
"161","47","Mixed Format 9/10-Ball Tournament","9 Ball","2026-03-22","09:00","60","500","","","America/New_York","","FALSE","FALSE","7ft","FALSE","Mixed format 9 & 10 ball;  entry includes  admin fee;  added at 32+ players; Split brackets: 499 & under / 500 & above; Doors open 9AM; 575 Barton Blvd Rockledge FL 32955",,,,,,,,,"false"
"195","47","Monday Night 8-Ball Tournament","8 Ball","double_elimination","2026-03-23","19:30","21","","","","7ft","","","","","FALSE","TRUE","FALSE","","$21 entry. House adds money (amount not specified). Break & run pot. Sign-ups 7:30PM. All ages until 8PM, 18+ after 8PM with valid ID. Open noon-2AM. Every Monday.","America/Chicago","","","","true"
"247","47","Monday Night 9-Ball - 650 & Under","9 Ball","2026-03-23","19:00","15","200","650","","America/New_York","weekly","FALSE","FALSE","9ft","FALSE"," added;  side pot; break & run; weekly cue raffles; call the 9; no 3 foul; push/jump allowed; winner side shortened handicap races; loser side race to 2; double elimination; rack your own; 2 in the back; alternating break; flip or lag for first break; cap 32 players; no established handicap rank by house",,,,,,,,,"false"
"129","47","Monthly Handicapped 9-Ball Tournament","9 Ball","double_elimination","2026-03-21","12:00","65","500","","","","Diamond","16","","","FALSE","FALSE","TRUE","","$65 men, $55 women, both include $5 green fee. $500 added with 64 players, $250 added with 32 players. Handicapped. Winner breaks. 9 on the spot. No 3 foul. 9 doesn't count on break. Must call the 9. Played on 16 Diamond bar tables. Auction starts 12PM. Monthly event. Contact John Hutchinson for info. Located at Diamond Billiards, Jacksonville FL.","America/New_York","","","","true"
"234","47","Nineball Shootout Saturdays","9 Ball","double_elimination","2026-03-21","20:00","20","","3","7ft","Diamond","","","","","FALSE","TRUE","FALSE","4708526078","$20 entry includes $5 green fee. $10 optional side pot. Bar adds $10 per player with 10+ players. Last lady paid with 3 or more females. Race to 3. BCA rules. 7ft Diamonds. Sign ups 7PM, starts 8PM. Every Saturday. Contact: 470-852-6078. Organized by Skull Smashers Billiards. Located at 14039 FM-2100, Crosby TX 77532.","America/Chicago","","","","true"
"186","47","Open 9 Ball Tournament","9 Ball","2026-04-04","12:00","00:00","","","","America/Los_Angeles","","FALSE","FALSE","7ft","TRUE","Tiered entry by Fargo (early bird): <500= 500-599= 600-649= 650-699= 700+=;  late fee day-of;  green fee; 32 player cap; double elimination; race to 5W/3L; no golden breaks; loser breaks; 9 on spot; break box break; no 3 fouls; magic rack if both agree",,,,,,,,,"false"
"141","47","Open Banks Tournament","Banks","double_elimination","2026-03-21","11:00","70","200","","3","9ft","","","","","FALSE","FALSE","TRUE","7579953799","$60 entry + $10 greens fee. $200 added with 20 players. Player auction at 11AM. True double elimination. Race to 3 both sides. No handicaps. No required Fargo. Played on 9ft tables. Modified Derby rules. Flip for first break, alternate break. No jump cues. No combos/kicks/carams. Call all shots and rails. Signups 10AM, auction 11AM. To sign up text or message Jesse on Facebook 757-995-3799. Located at 4828 14th Street West, Bradenton FL 34207.","America/New_York","","","","false"
"263","47","Open Handicap 10-Ball","10 Ball","2026-03-28","","10","","","","America/New_York","","FALSE","FALSE","7ft","FALSE"," day pass",,,,,,,,,"false"
"138","47","Open Scotch Doubles","8 Ball Scotch Doubles","double_elimination","2026-04-04","12:00","130","","","","7ft","","","","","FALSE","TRUE","FALSE","7204104419","$130 entry per team, includes green fee. Two-game match format: Race to 5 8-Ball and Race to 5 9-Ball. No Fargo cap, no spot. Modified BCA rules. Sign-ups 11 AM, player's meeting 12 PM. Contact Collyce to sign up: 720-410-4419. Organized by Queen Productions.","America/Denver","","","","false"
"242","47","Pensacola APA Masters Road to Vegas","9 Ball","2026-04-11","13:00","45","","","","America/New_York","","TRUE","FALSE","7ft","FALSE","50/50 tournament;  entry includes green fee; APA 9-ball rules; Non-APA members get a handicap; Race to ball chart (full 1-9): 1=7 / 2=10 / 3=13 / 4=16 / 5=19 / 6=23 / 7=28 / 8=33 / 9=38; Doors open 11AM; Play at 1PM",,,,,,,,,"false"
"145","47","Pool Tournament Showdown","8 Ball","double_elimination","2026-03-20","20:00","20","","","","7ft","","","","","FALSE","FALSE","FALSE","","$20 per team buy-in. Modified APA format. Max APA Skill Level 11 (combined team). Winners side: 8-Ball race to 2. Losers side: 9-Ball race to 2. Break & run pot: $2,753 (progressive). Non-smoking during tournament. Tournament Director: Paolo Yalan. Sign-ups 7:30 PM.","America/New_York","","","","false"
"139","47","Rumble in the Jungle Women's Pool Tournament","8 Ball","double_elimination","2026-04-17","00:00","","50","","","","7ft","","","","","FALSE","FALSE","TRUE","7206911996","$50 entry + optional $10 side pot. 100% payback. No admin fees. Women only. Calcutta on final 16. 8-Ball front and back side. Skill level races: AA = 6, A = 5, B = 4, C = 3. Payments due by April 10, 2026 to avoid $15 late fee. Refunds not provided after April 14th. 3-day event April 17-19. Sign up by texting Benerito 720-691-1996. Located at Zoosters Pub & Pool, Broomfield CO.","America/Denver","","","false"
"191","47","Saturday Loss Tournament - 8 Ball","8 Ball","2026-03-21","17:30","25","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","Loss tournament; race to 1; winner stays up; incoming player breaks; buy 1 extra chip  optional",,,,,,,,,"false"
"119","47","Saturday Night 9-Ball Tournament","9 Ball","double_elimination","2026-03-21","20:30","10","","4/4","7ft","","","","","FALSE","TRUE","FALSE","","Staggered entry: 500 & under = $10, 501-575 = $15, 576-650 = $20. BCA rules. Race 4/4. 1 game spot worst race 4/2 for every 50 Fargo points. Bar adds $5 per player ? $100 added with 16 players up to $200 max. Break & run pot. Sign ups 8PM, starts 8:30PM. Every Saturday. Located at 112 Southeast Pkwy, Azle TX 76020.","America/Chicago","","","","weekly","false"
"126","47","Saturday Showdown Tournament Series","8 Ball","double_elimination","2026-03-21","13:00","10","","","","7ft","Diamond","12","","","FALSE","TRUE","FALSE","","$10 entry. Double elimination. Winner's side 8-Ball, loser's side 10-Ball. International rules. Match clock and shot clock. Handicap races based on Fargo rating, APA skill level, or director's judgment. Bonus six-ball shoot-out (fastest time wins). Buy raffle tickets for match advantages. 12 ? 7ft Blue Label Pro-Cut Diamond tables. Register 12PM, play starts 1PM. Every Saturday. Sign up via Ultimate Pool, CashApp, Venmo, or Facebook. Located at 1015 Bell Rd, Nashville TN 37013.","America/Chicago","","","","true"
"218","47","Saturday Tiered Entry 8-Ball","8 Ball","2026-03-21","18:00","20","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","Tiered entry: 499 & under  / 500-599  / 600+  incl GF; 8-ball A side / 9-ball B side; races 3/3; double elimination; BCA rules; loser breaks; flip hill/hill;  side pot; 475 & under double down side pot ; pays 3 spots;  added to 1st w/16 entries; doors 5PM; 16 Valley tables",,,,,,,,,"false"
"135","47","Scotch Doubles 8-Ball Tournament","8 Ball Scotch Doubles","double_elimination","2026-04-11","12:00","100","200","","6/5","7ft","Diamond","8","","","FALSE","TRUE","FALSE","6309154368","Tiered entry by APA handicap: 14+ = $400, 14 = $230, 13 = $195, 12 = $160, 11 = $125, 10 & under = $100 (listed here as minimum). Entry includes $25 green/admin fee. Tiered side pot also available (pays 4 spots with 28+ entries): 14+ = $200, 14 = $110, 13 = $90, 12 = $70, 11 = $50, 10 & under = $30. $200 added with full field. 32 team cap. Double elimination. Race to 6 A-side, 5 B-side. Finals race to 7. Alternate break. Rack your own. BCA rules. Jump cues allowed. No 8 on the break. 8 ? 7ft Diamond bar tables. If not APA active, TD assigns handicap based on known ability; no known ability shoots as a 7. Doors open 11AM, start 12PM. TD: Roy Radzus Jr 630-915-4368. Located at 1130 S Main St, Algonquin IL 60102.","America/Chicago","","","","false"
"253","47","Scotch Doubles Event","8 Ball Scotch Doubles","double_elimination","2026-03-21","15:00","60","","4","7ft","","","","","1000","FALSE","FALSE","FALSE","","$60 entry per team. 1000 combined Fargo cap. 8-Ball front / 9-Ball back. Race to 4. 75 Fargo spot = 2 game handicap. BCA rules. No snaps. Wild 9. Avg pot $1,200. Top lady paid. Free practice. Pre-register via Digital Pool link. Every Saturday. Organized by Runout Nation. Located at 9239 Park Meadows Dr, Lone Tree CO 80124.","America/Denver","","","","true"
"136","47","Scotch Doubles Tournament","8 Ball Scotch Doubles","double_elimination","2026-03-28","13:00","60","","","","7ft","","","","","FALSE","FALSE","FALSE","8476507853","$60 per team. 8-Ball winners / 9-Ball losers. Max handicap 12. Races by APA handicap: 12-11 = race to 5, 10-9 = race to 4, 8 & under = race to 3. Race could change if time doesn't permit. 32 teams max. Current APA 8-Ball handicap required. If no APA handicap contact Brian K. Top 4 payout with full field: 1st $850, 2nd $500, 3rd $360, 4th $210. Doors open 12PM, sign ups 12:30PM, start 1PM sharp. RSVP via Facebook or text Brian K 847-650-7853. Located at 1201 E Church St, Sandwich IL 60548.","America/Chicago","","","","false"
"153","47","Singles Challenge Tournament","9 Ball","2026-03-25","19:00","20","","","5015479562","America/Chicago","","TRUE","FALSE","7ft","FALSE","9 & 10 Ball combined format;  entry /  optional side pot; Separate purses for 9 Ball and 10 Ball after play; King-of-the-hill style: win stay on table / lose go to waiting list; Incoming player chooses 9 or 10 ball; Last hour winner chooses game; 9 Ball: wild 9 pushouts allowed; 10 Ball: call ball and pocket pushouts allowed; Skill level handicap: A=SL6+ no spots / B=SL4/5 gets 1 game each / C=SL3 & below gets 3 games each; Active games finish at 9:30PM then 1 more game per player on waiting list; Please pre-register each week; All skill levels must be verified by TD; Contact Mike Moss for info; 5401 Central Ave Suite G Hot Springs AR 71913",,,,,,,,,"false"
"218","47","Split Bracket 8-Ball","8 Ball","2026-04-11","10:00","75","","","5178170776","America/New_York","","FALSE","TRUE","7ft","FALSE","Split bracket APA 5-and-below / 6-and-up; 32 players each bracket; race to skill level; rack your own; winner breaks; template rack; no 3 foul; Texas Express; 2 ball in back; 9 on break spots;  side pot pays 3 spots;  last person standing; prepay only; 50/50 drawing; calcutta 10:30AM",,,,,,,,,"false"
"208","47","Split Bracket 9-Ball","9 Ball","2026-04-11","13:00","50","","","2707572483","America/New_York","","TRUE","FALSE","7ft","FALSE","Split bracket format",,,,,,,,,"false"
"218","47","Split Bracket 9-Ball Tournament","9 Ball","2026-04-11","10:30","75","","","5178170776","America/New_York","","FALSE","TRUE","7ft","FALSE","Split bracket: SL5 & below / SL6+ and up; 32 players each bracket; Race to your skill level;  entry ( GF +  TD fee);  side pot pays 3 spots;  last person standing (highest finisher from each bracket); Prepay only; Rack your own; Winner breaks; Template rack; No 3 foul; Texas Express; 2 ball in back; 9 on break spots; Doors open 10AM; Calcutta 10:30AM; 50/50 drawing; Guaranteed one person from each bracket finishes top 3; Last event paid over ,000 to first; 1715 E Michigan Ave Jackson MI 49202",,,,,,,,,"false"
"106","47","Springtime II 8-Ball Doubles","8 Ball Scotch Doubles","2026-05-09","","100","","1125","","America/New_York","","FALSE","TRUE","7ft","FALSE","Joe Norton Tournaments presents; Fargo limit 1125 combined team;  entry all fees included; Calcutta 100% payout; BCA rules; Races 5/4; 200 robustness required; 20 point cushion if eligible; 600 North White Horse Pike Somerdale NJ 08083",,,,,,,,,"false"
"106","47","Springtime II 8-Ball Doubles","8 Ball Scotch Doubles","2026-05-09","","100,"",1125,"",America/New_York""","","FALSE","TRUE","7ft","FALSE","Joe Norton Tournaments presents; Fargo limit 1125 combined team;  entry all fees included; Calcutta 100% payout; BCA rules; Races 5/4; 200 robustness required; 20 point cushion if eligible; 600 North White Horse Pike Somerdale NJ 08083",,,,,,,,,,,,,"false"
"135","47","Sunday 10-Ball Chip Tournament","10 Ball","double_elimination","2026-03-22","15:00","25","","","","7ft","","","","","FALSE","TRUE","FALSE","","$25 entry includes $5 admin fee. Optional $10 side pot. Chip system based on Fargo or APA: <260 = 10, 261-323 = 9, 324-389 = 8, 390-449 = 7, 450-515 = 6, 516-580 = 5, 581-645 = 4, 646+ = 3. No win on the break. No 3 fouls. If no rating, chips determined based on how you play. Start time 3PM. Every Sunday. Hosted by Ron Finley. Located at 1130 S Main St, Algonquin IL.","America/Chicago","","","","true"
"245","47","Sunday 8-Ball/9-Ball Tournament","8 Ball","2026-03-22","19:30","20","100","","","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","Winner side 2 games 8-ball / loser side 2 games 9-ball; 100% payouts; open tables;  added for last lady with 5+ ladies",,,,,,,,,"false"
"146","47","Sunday 9-Ball","9 Ball","2026-03-22","","10","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","",,,,,,,,,"false"
"135","47","Sunday 9-Ball Chip Tournament","9 Ball","double_elimination","2026-03-22","19:00","25","","","","7ft","","","","","FALSE","TRUE","FALSE","","$25 entry includes $5 admin fee. Optional $10 side pot. Chip system based on Fargo or APA: <260 = 10, 261-323 = 9, 324-389 = 8, 390-449 = 7, 450-515 = 6, 516-580 = 5, 581-645 = 4, 646+ = 3. No win on the break. No 3 fouls. If no rating, chips determined based on how you play. Start time 7PM. Every Sunday. Hosted by Ron Finley. Located at 1130 S Main St, Algonquin IL.","America/Chicago","","","","true"
"170","47","Sunday Evening 9-Ball Open Tournament","9 Ball","double_elimination","2026-03-22","18:30","30","","3/2","7ft","","","","","FALSE","TRUE","FALSE","","$30 entry, green fee included. W/3 L/2 double elimination. 1 game spot per 150 Fargo points. $20 side pot option. 10-ball break & run pot. Regular 9-ball rules. Signups 5:30PM, start 6:30PM. Located at 10572 FM 2932, Terrell TX 75160.","America/Chicago","","","","","false"
"121","47","Sunday Weekly 9-Ball","9 Ball","2026-03-22","13:30","20","","","4076717797","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","/player added by venue; double elimination; alternate breaks; race 4/4 final to 6; flip or lag for break; 9 on break counts top 4 pockets only; 3 foul rule; foul on all balls; call your money ball; practice starts 12PM",,,,,,,,,"false"
"133","47","Texas Express 9-Ball Showdown","9 Ball","double_elimination","2026-03-20","19:00","30","200","","4/3","7ft","Diamond","9","","","FALSE","TRUE","FALSE","2629033926","$30 entry includes $5 green fee. $100 added at 16 players, $200 added at 32. 42 player cap. Race to 4 winners, race to 3 losers. Double elimination. No handicap. Alternate break. Early 9 allowed. 9 in top 4 pockets on break is a win. 3 foul rule. Jump cues allowed. Illegal break results in loss of break. No Fargo? Goes in as 525 or known ability. Tables open 6PM for practice, starts 7PM. Every Friday. Text/call Josh Bourdo 262-903-3926. Located at 7305 McHenry St, Burlington WI 53105.","America/Chicago","","","","true"
"174","47","The Chip Tournament","9 Ball","2026-03-25","19:30","25","","","","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","Chip format by Fargo rating (000-460: 8 chips to 641-700: 4 chips); last player standing;  optional most-wins side pot; Incoming player breaks; No 3 foul; No soft breaking; Jump cues allowed; Push after break",,,,,,,,,"false"
"168","47","Thirsty Thursday 10-Ball","10 Ball","2026-03-26","20:00","25","","","","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","Thirsty Thursday BCA 10-ball; race 4/3; alternating breaks; optional side pot",,,,,,,,,"false"
"229","47","Thursday 8-Ball Tournament","8 Ball","2026-03-26","19:00","10","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","Break & Run Pot; race 2W/2L",,,,,,,,,"false"
"195","47","Thursday 9-Ball Tournament","9 Ball","double_elimination","2026-03-19","19:30","21","","3/2","9ft","","","","","FALSE","TRUE","FALSE","","$21 entry. House adds money (amount not specified). Race to 3 & 2. Ladies go to 2 on both sides. 9ft tables. Sign up 7:30PM. Every Thursday.","America/Chicago","","","","weekly","false"
"150","47","Thursday Night Tournament","9 Ball","double_elimination","2026-03-26","19:00","20","","","","9ft","","","","","FALSE","TRUE","FALSE","7204567157","$20 entry includes $5 for blues. Sign up 6:30 PM. 9ft Diamond tables. BCA rules. Race to 3 on front, race to 2 on back. 24 players max.","America/Denver","","","","true"
"111","47","Tiltproof Amateur Billiards Tour Stop 4","9 Ball","double_elimination","2026-03-28","12:00","100","750","","9/7","7ft","","","710","","FALSE","FALSE","TRUE","","$100 entry: $75 tournament + $15 admin + $10 green fee. $750 guaranteed added, $1,000+ added with full 64-player field. 710 Fargo cap. Player auction immediately following sign-ups. Race to 9/7. Alternate break. 3 foul rule in effect (must notify opponent they are on 2). Sign-ups close at noon on tournament day. 2-day event March 28-29. Located at Club Billiards, Wichita KS. Organized by Tiltproof Amateur Billiards Tour.","America/Chicago","","","","false"
"111","47","Tiltproof Stop #4 - 9 Ball","9 Ball","2026-03-28","","100","750","710","","America/Chicago","","FALSE","TRUE","7ft","FALSE","Tiltproof Amateur Billiards Tour Stop #4;  guaranteed added + with full 64-player field; player auction after sign-ups; races to 9/7; alternate break; 3 foul rule; March 28-29",,,,,,,,,"false"
"195","47","Tuesday 10-Ball Tournament","10 Ball","double_elimination","2026-03-24","19:30","21","","","","7ft","Diamond","","","","","FALSE","TRUE","FALSE","","$21 entry. House adds money (amount not specified). Race to 3 & 2. 7ft Diamonds. Break n run pot. Sign up 7:30PM. Every Tuesday.","America/Chicago","","","false"
"164","47","Tuesday 9-Ball","9 Ball","2026-03-24","","13","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","",,,,,,,,,"false"
"242","47","Tuesday 9-Ball Tournament","9 Ball","2026-03-24","19:00","10","","","","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE"," added per player; race 3/2; 2 Break & Run pots; 2 tickets pulled; no 3 foul; jump/push allowed; 9 doesn't count in bottom 2; no late entries",,,,,,,,,"false"
"227","47","Wednesday 8-Ball Tournament","8 Ball","2026-03-25","19:00","10","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE"," optional side pot;  8-on-break pot",,,,,,,,,"false"
"158","47","Wednesday 8-Ball Tournament","8 Ball","double_elimination","2026-03-25","13:30","5","","2/2","7ft","","","","","FALSE","TRUE","FALSE","","$5 entry. Double elimination. Race 2/2. Practice starts 12:30PM, tournament starts 1:30PM. Every Wednesday. Located at 14100 US 19N, Clearwater FL.","America/New_York","","","","weekly","false"
"157","47","Wednesday Night 8-Ball Tournament","8 Ball","double_elimination","2026-03-25","19:00","10","","2/1","7ft","","","","","FALSE","TRUE","FALSE","","$10 entry. $.50 every game played side pot. Double elimination. Race to 2 winners, race to 1 losers. Lag or flip for break. Call pocket. Open after the break. Ball in hand. 8 on break is a win. Must hit object ball then a rail for legal hit. Sign up by 7PM, starts 7PM. Every Wednesday. Located at Ton's Place, North Little Rock AR.","America/Chicago","","","","weekly","false"
"258","47","Wednesday Night Handicapped 9-Ball Tournament","9 Ball","2026-03-25","19:00","20","","","","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE"," entry; Handicap races by APA skill level: SL1-2=race to 2 / SL3-4=race to 3 / SL5-6=race to 4 / SL7-9=race to 5; Push and jump allowed; Sign ups 6PM; Tournament starts 7PM; 2102 Highway 169 Opelika AL",,,,,,,,,"false"
"236","47","Wednesday Weekly 8-Ball","8 Ball","2026-03-25","19:30","10","","","7695725475","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE"," optional side pot; bar matches 50% entry pot w/12+ players; race to 2; alternating breaks; open after break; call pocket; double elimination",,,,,,,,,"false"
"133","47","Weekly 8-Ball Tournament","8 Ball","double_elimination","2026-03-22","15:00","25","200","","","","Diamond","","","FALSE","TRUE","FALSE","2629033926","$25 entry. $100 added at 16 players, $200 added at 32 players. Fargo reported. BCA rules. Race to Fargo: 499 & under = race to 3, 500-599 = race to 4, 600+ = race to 5. Break order: flip first then alternate. 10-Ball break & run pot ($1 per entry). 42 spots available. 8 tables on live stream. Sign up by 2:45PM, start 3PM sharp. Text 262-903-3926 to reserve spot. Every Sunday. Located at 7305 McHenry St, Burlington WI 53105. Ph: 262-539-2015.","America/Chicago","","","","weekly","false"
"14","47","Weekly Friday 8-Ball Tournament","8 Ball","2026-03-20","18:00","15","","550","5172820903","America/New_York","weekly","FALSE","FALSE","7ft","TRUE"," entry includes GF;  side pot; Max 16 players; 550 & under Fargo; Double elimination; BCA rules; Race to 2 winners and losers (may vary by player count); Min 200 robustness ? below 200 adds 25 to Fargo rate; Flip for break then alternate / flip again on the hill; Walk-ins welcome; Fargo reported; Contact Sharon Norton-White 517-282-0903; 19756 Capital NE Ave Battle Creek MI",,,,,,,,,"false"
"108","47","Weekly Friday Night 9-Ball Tournament","9 Ball","double_elimination","2026-03-20","19:30","20","","","","7ft","","","","","FALSE","TRUE","FALSE","","$20 entry. Optional $20 side pot. Handicap races: Standard/Open = race to 3, Advanced = race to 4, Master = race to 5. 9-Ball. Rack your own. Alternate break. 2-ball must go in the back. No 3 foul rule. Pushes and jump cues allowed. Illegal break = loss of break. 10 min to table or forfeit. Every Friday. Located at 2800 W Farmington Rd, West Peoria IL 61604.","America/Chicago","","","","true"
"133","47","Weekly Saturday 8-Ball Tournament","8 Ball","double_elimination","2026-03-21","19:00","25","","","","7ft","","","","","FALSE","TRUE","FALSE","2629033926","$25 entry. Race to 3 both sides. 600+ Fargo = race to 4 both sides. Every Saturday. Message 262-903-3926 to sign up. Located at 7305 McHenry St, Burlington WI 53105.","America/Chicago","","","","true"
"235","47","Weekly Saturday Chip Tournament","9 Ball","2026-03-21","20:00","10","","","3218309378","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","9-ball chip tournament;  entry; Bar adds 1/2 the pot; King-of-the-hill: win stay on table & rack / lose go back in queue; 1 rack per match; APA skill level chip start: SL1-3=7 chips / SL4-5=6 chips / SL6-7=5 chips / SL8-9=4 chips; Buy drink/snack for chance to draw extra chip; Bring a friend for chance to draw extra chip; Weekly secret bonus for extra 2 chips; Sign up 7:15PM; Play 8PM; Contact Erin Monson 321-830-9378 or Facebook; 950 N Courtenay Pkwy Ste 4 Merritt Island FL 32953",,,,,,,,,"false"
"169","47","West Texas Shootout - 599 & Under","9 Ball","2026-04-04","12:00","500","","599","","America/Chicago","","FALSE","TRUE","7ft","FALSE","Call 9 ball; race to 9/9; sign in 11AM; live auction 12PM; online auction; side pots",,,,,,,,,"false"
"232","47","Whitecue 650 & Under 8-Ball Tournament","8 Ball","double_elimination","2026-03-29","12:00","40","","","","7ft","","","650","","FALSE","FALSE","TRUE","3468749666","$40 entry includes green fees. Calcutta. 650 & Under Fargo cap. BCA rules. Handicap races: 400-500 = race to 3, 501-590 = race to 4, 591-650 = race to 5. 32 player cap ? register in advance before Saturday to start on time. Doors open 11:30AM, registration 12PM. TD: Pedro Oviol 346-874-9666. Zelle accepted. Located at 100 Cypresswood Dr Ste G, Spring TX 77388.","America/Chicago","","","","false"
"232","47","Whitecue Pool Tournament","8 Ball","2026-03-29","12:00","40","","650","3468749666","America/Chicago","","FALSE","TRUE","7ft","FALSE","Whitecue Pool Tournament; 650 & under;  entry includes green fees; BCA rules; Calcutta; Handicap races: 400-500=race 3 / 501-590=race 4 / 591-650=race 5; 32 players only ? register in advance before Saturday; Doors open 11:30AM; Registration 12PM; Zelle accepted; TD: Pedro Oviol 3468749666; 100 Cypresswood Dr Ste G Spring TX 77388",,,,,,,,,"false"
"127","47","Whoosier Action Tournaments 8-Ball Split Bracket","8 Ball","2026-05-02","20:00","150","2000","","","America/New_York","","FALSE","FALSE","7ft","TRUE",",000 added with full field;  entry includes  green fee; Must pre-pay; Limited to 128 players; Must be 21+; Split bracket; Fargorate reported; Handicap chart: 0-399=3+1 / 400-474=3 / 475-524=4 / 525-574=5 / 575-624=6+1 / 625-649=6 / 650-674=7 / 675-699=8 / 700-749=9 / 760-774=9-1; Players meeting Friday May 1 at 8PM; 2-day event May 2-3; Organizer: Whoosier Action Tournaments; Live stream: Rack'em Joe; 2367 E Stop 11 Rd Indianapolis IN",,,,,,,,,"false"
"168","47","WTF Wednesdays - 600 & Under","8 Ball","2026-03-25","20:00","20","","600","","America/Chicago","weekly","FALSE","FALSE","7ft","FALSE","Whiskey Tango Foxtrot Wednesdays; 600 & under; BCA rules; flip/lag winner picks 8/9/10 ball; alternating breaks; optional side pot; 7ft tables 6-10",,,,,,,,,"false"
"168","47","WTF Wednesdays - Open One Pocket","One Pocket","2026-03-25","20:00","40","","","","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","Whiskey Tango Foxtrot Wednesdays; open one pocket; race to 2; single elimination; 10 player max; optional side pot; tables 11-13",,,,,,,,,"false"
